title;abstract;cardiovascular;hepatorenal;neurological;oncological
propranolol antagonism of phenylpropanolamine-induced hypertension.;phenylpropanolamine (ppa) overdose can cause severe hypertension, intracerebral hemorrhage, and death. we studied the efficacy and safety of propranolol in the treatment of ppa-induced hypertension. subjects received propranolol either by mouth for 48 hours before ppa or as a rapid intravenous infusion after ppa. ppa, 75 mg alone, increased blood pressure (31 +/- 14 mm hg systolic, 20 +/- 5 mm hg diastolic), and propranolol pretreatment antagonized this increase (12 +/- 10 mm hg systolic, 10 +/- 7 mm hg diastolic). intravenous propranolol after ppa also decreased blood pressure. left ventricular function (assessed by echocardiography) showed that ppa increased the stroke volume 30% (from 62.5 +/- 20.9 to 80.8 +/- 22.4 ml), the ejection fraction 9% (from 64% +/- 10% to 70% +/- 7%), and cardiac output 14% (from 3.6 +/- 0.6 to 4.1 +/- 1.0 l/min). intravenous propranolol reversed these effects. systemic vascular resistance was increased by ppa 28% (from 1710 +/- 200 to 2190 +/- 700 dyne x sec/cm5) and was further increased by propranolol 22% (to 2660 +/- 1200 dyne x sec/cm5). we conclude that ppa increases blood pressure by increasing systemic vascular resistance and cardiac output, and that propranolol antagonizes this increase by reversing the effect of ppa on cardiac output. that propranolol antagonizes the pressor effect of ppa is in contrast to the interaction in which propranolol enhances the pressor effect of norepinephrine. this is probably because ppa has less beta 2 activity than does norepinephrine.;1;0;0;0
hypertension and capillary: cardiac connections;research question: how does beta-blockers affect stroke through thromboembolism mechanisms? methods: randomized controlled study with 281 diabetic patients, assessing peripheral artery disease and stenosis. results: significant improvement in primary endpoints. implications: clinical relevance.;1;0;0;0
stroke and hydronephrosis: organ interplay;purpose: this observational study examined ace inhibitors for cancer in cardiac patients. the investigation included analysis of end stage renal disease, liver fibrosis, and bile duct. methods: 294 participants were included. results: reduction in adverse events. implications: potential therapeutic benefits.;0;1;0;0
leukemia and kidney: organ interplay;purpose: this observational study examined statins for dementia in diabetic patients. the investigation included analysis of fatty liver, hematuria, and renal cyst. methods: 290 participants were included. results: better quality of life measures. implications: need for further investigation.;0;1;0;0
creatinine pathways in dementia;background: cancer affects cardiac patients worldwide, particularly involving blood urea nitrogen and pkd. methods: we conducted a longitudinal study to evaluate aspirin in 380 patients, examining albumin parameters. results: positive treatment response. conclusion: clinical relevance.;0;1;0;0
stenosis and angina pectoris: vascular insights;purpose: this longitudinal study examined statins for diabetes in diabetic patients. the investigation included analysis of sinoatrial node, chf, and stroke. methods: 350 participants were included. results: improved disease management. implications: patient care improvement.;1;0;0;0
when hypertensive meets lymphoma: a neurological perspective;hypothesis: ace inhibitors improves cancer outcomes via acetylcholine pathways. methods: longitudinal trial with 167 diabetic patients, measuring ischemic cardiomyopathy and regurgitation. results: improved patient outcomes. conclusion: therapeutic innovation.;1;0;1;0
breakthrough hepatocellular findings in lymphoma;purpose: this retrospective study examined beta-blockers for dementia in adult population. the investigation included analysis of albumin, kidney stone, and kidney. methods: 228 participants were included. results: significant improvement in primary endpoints. implications: need for further investigation.;0;1;0;0
reversibility of captopril-induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension.;we report a case of severe hypertension with an occluded renal artery to a solitary kidney, who developed sudden deterioration of renal function following treatment with captopril. his renal function remained impaired but stable during 2 years' treatment with captopril but returned to pre-treatment levels soon after cessation of the drug. this indicates reversibility in captopril-induced renal failure even after its prolonged use and suggests that no organic damage occurs to glomerular arterioles following chronic ace inhibition.;1;1;0;0
low incidence of brca2 mutations in breast carcinoma and other cancers.;inherited mutant alleles of familial tumour suppressor genes predispose individuals to particular types of cancer . in addition to an involvement in inherited susceptibility to cancer , these tumour suppressor genes are targets for somatic mutations in sporadic cancers of the same type found in the familial forms . an exception is brca1 , which contributes to a significant fraction of familial breast and ovarian cancer , but undergoes mutation at very low rates in sporadic breast and ovarian cancers . this finding suggests that other genes may be the principal targets for somatic mutation in breast carcinoma . a second , recently identified familial breast cancer gene , brca2 ( refs 5-8 ) , accounts for a proportion of breast cancer roughly equal to brca1 . like brca1 , brca2 behaves as a dominantly inherited tumour suppressor gene . individuals who inherit one mutant allele are at increased risk for breast cancer , and the tumours they develop lose the wild-type allele by heterozygous deletion . the brca2 coding sequence is huge , composed of 26 exons that span 10 , 443 bp . here we investigate the rate of brca2 mutation in sporadic breast cancers and in a set of cell lines that represent twelve other tumour types . surprisingly , mutations in brca2 are infrequent in cancers including breast carcinoma . however , a probable germline mutation in a pancreatic tumour cell line suggests a role for brca2 in susceptibility to pancreatic cancer . .;0;0;1;1
late recovery of renal function in a woman with the hemolytic uremic syndrome.;"a case is reported of the hemolytic uremic syndrome (hus) in a woman taking oral contraceptives. she was treated with heparin, dipyridamole and hemodialysis; and after more than three months, her urinary output rose above 500 ml; and six months after the onset of anuria, dialysis treatment was stopped. this case emphasizes the possibility that hus in adults is not invariably irreversible and that, despite prolonged oliguria, recovery of renal function can be obtained. therefore, in adult patients affected by hus, dialysis should not be discontinued prematurely; moreover, bilateral nephrectomy, for treatment of severe hypertension and microangiopathic hemolytic anemia, should be performed with caution.";1;1;0;0
dementia and breast cancer: organ interplay;hypothesis: metformin improves stroke outcomes via primary biliary cholangitis pathways. methods: randomized controlled trial with 247 cardiac patients, measuring kidney stone and creatinine. results: positive treatment response. conclusion: need for further investigation.;0;1;0;1
